Type,SKU,Name,Parent,Published,Regular price,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Short description,Description,Images,material
variation,impexo-camera-protection--jojo1015-1--pro--vert,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Pro,1,0,Couleur,Vert,1,0,Référence,JOJO1015-1,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1P.JPG,TPU
variation,impexo-camera-protection--jojo1015-1--promax--rose,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Rose,1,0,Référence,JOJO1015-1,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1PM.JPG,TPU
variation,impexo-camera-protection--jojo1015-3--17--noir,,impexo-camera-protection,1,17.90,Modèle,iPhone 17,1,0,Couleur,Noir,1,0,Référence,JOJO1015-3,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-3.jpg,TPU
variation,impexo-camera-protection--jojo1015-3--air--bleu,,impexo-camera-protection,1,17.90,Modèle,iPhone 17 Air,1,0,Couleur,Bleu,1,0,Référence,JOJO1015-3,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-3AIR.JPG,TPU
variation,impexo-camera-protection--jojo1015-3--pro--rouge,,impexo-camera-protection,1,17.90,Modèle,iPhone 17 Pro,1,0,Couleur,Rouge,1,0,Référence,JOJO1015-3,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-3P.jpg,TPU
variation,impexo-camera-protection--jojo1015-3--promax--gris,,impexo-camera-protection,1,17.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Gris,1,0,Référence,JOJO1015-3,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-3PM.JPG,TPU
variation,impexo-camera-protection--jojo1015-5--17--argent,,impexo-camera-protection,1,17.90,Modèle,iPhone 17,1,0,Couleur,Argent,1,0,Référence,JOJO1015-5,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-5AIR.jpg,TPU
variation,impexo-camera-protection--jojo1015-5--air--noir,,impexo-camera-protection,1,17.90,Modèle,iPhone 17 Air,1,0,Couleur,Noir,1,0,Référence,JOJO1015-5,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-5AIR.jpg,TPU
variation,impexo-camera-protection--jojo1015-5--pro--bleu,,impexo-camera-protection,1,19.90,Modèle,iPhone 17 Pro,1,0,Couleur,Bleu,1,0,Référence,JOJO1015-5,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-5P.JPG,TPU
variation,impexo-camera-protection--jojo1015-5--promax--rose,,impexo-camera-protection,1,19.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Rose,1,0,Référence,JOJO1015-5,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-5PM.JPG,TPU
variation,impexo-camera-protection--jojo1015-9--17--noir,,impexo-camera-protection,1,22.90,Modèle,iPhone 17,1,0,Couleur,Noir,1,0,Référence,JOJO1015-9,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-9.JPG,TPU
variation,impexo-camera-protection--jojo1015-9--air--rose,,impexo-camera-protection,1,22.90,Modèle,iPhone 17 Air,1,0,Couleur,Rose,1,0,Référence,JOJO1015-9,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-9AIR.JPG,TPU
variation,impexo-camera-protection--jojo1015-9--pro--bleu,,impexo-camera-protection,1,22.90,Modèle,iPhone 17 Pro,1,0,Couleur,Bleu,1,0,Référence,JOJO1015-9,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-9P.JPG,TPU
variation,impexo-camera-protection--jojo1015-9--promax--argent,,impexo-camera-protection,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Argent,1,0,Référence,JOJO1015-9,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-9PM.JPG,TPU
variation,impexo-camera-protection--jojo1015-10--17--noir,,impexo-camera-protection,1,22.90,Modèle,iPhone 17,1,0,Couleur,Noir,1,0,Référence,JOJO1015-10,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-10.JPG,TPU
variation,impexo-camera-protection--jojo1015-10--air--bleu,,impexo-camera-protection,1,22.90,Modèle,iPhone 17 Air,1,0,Couleur,Bleu,1,0,Référence,JOJO1015-10,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-10AIR.JPG,TPU
variation,impexo-camera-protection--jojo1015-10--pro--blanc,,impexo-camera-protection,1,22.90,Modèle,iPhone 17 Pro,1,0,Couleur,Blanc,1,0,Référence,JOJO1015-10,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-10P.JPG,TPU
variation,impexo-camera-protection--jojo1015-10--promax--violet,,impexo-camera-protection,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Violet,1,0,Référence,JOJO1015-10,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-10PM.JPG,TPU
variation,impexo-camera-protection--jojo1015-13--17--noir,,impexo-camera-protection,1,24.90,Modèle,iPhone 17,1,0,Couleur,Noir,1,0,Référence,JOJO1015-13,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-13.JPG,PC
variation,impexo-camera-protection--jojo1015-13--air--rouge,,impexo-camera-protection,1,24.90,Modèle,iPhone 17 Air,1,0,Couleur,Rouge,1,0,Référence,JOJO1015-13,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-13AIR.JPG,PC
variation,impexo-camera-protection--jojo1015-13--pro--violet,,impexo-camera-protection,1,24.90,Modèle,iPhone 17 Pro,1,0,Couleur,Violet,1,0,Référence,JOJO1015-13,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-13P.JPG,PC
variation,impexo-camera-protection--jojo1015-13--promax--bleu,,impexo-camera-protection,1,24.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Bleu,1,0,Référence,JOJO1015-13,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-13PM.JPG,PC
variation,impexo-camera-protection--jojo1015-19--17--marron,,impexo-camera-protection,1,26.90,Modèle,iPhone 17,1,0,Couleur,Marron,1,0,Référence,JOJO1015-19,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-19.JPG,TPU
variation,impexo-camera-protection--jojo1015-19--air--argent,,impexo-camera-protection,1,26.90,Modèle,iPhone 17 Air,1,0,Couleur,Argent,1,0,Référence,JOJO1015-19,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-19AIR.JPG,TPU
variation,impexo-camera-protection--jojo1015-19--pro--rouge,,impexo-camera-protection,1,26.90,Modèle,iPhone 17 Pro,1,0,Couleur,Rouge,1,0,Référence,JOJO1015-19,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-19P.JPG,TPU
variation,impexo-camera-protection--jojo1015-19--promax--violet,,impexo-camera-protection,1,26.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Violet,1,0,Référence,JOJO1015-19,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-19PM.JPG,TPU
variation,impexo-transparent--jojo1015-2--17--transparent,,impexo-transparent,1,14.90,Modèle,iPhone 17,1,0,Couleur,Transparent,1,0,Référence,JOJO1015-2,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-2.JPG,TPU
variation,impexo-transparent--jojo1015-2--air--gris,,impexo-transparent,1,14.90,Modèle,iPhone 17 Air,1,0,Couleur,Gris,1,0,Référence,JOJO1015-2,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-2AIR.JPG,TPU
variation,impexo-transparent--jojo1015-2--pro--jaune,,impexo-transparent,1,14.90,Modèle,iPhone 17 Pro,1,0,Couleur,Jaune,1,0,Référence,JOJO1015-2,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-2P.JPG,TPU
variation,impexo-transparent--jojo1015-2--promax--violet,,impexo-transparent,1,14.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Violet,1,0,Référence,JOJO1015-2,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-2PM.JPG,TPU
variation,impexo-transparent--jojo1015-4--17--transparent,,impexo-transparent,1,17.90,Modèle,iPhone 17,1,0,Couleur,Transparent,1,0,Référence,JOJO1015-4,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-4.JPG,Acrylic+TPU
variation,impexo-transparent--jojo1015-4--air--transparent,,impexo-transparent,1,17.90,Modèle,iPhone 17 Air,1,0,Couleur,Transparent,1,0,Référence,JOJO1015-4,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-4AIR.JPG,Acrylic+TPU
variation,impexo-transparent--jojo1015-4--pro--transparent,,impexo-transparent,1,17.90,Modèle,iPhone 17 Pro,1,0,Couleur,Transparent,1,0,Référence,JOJO1015-4,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-4P.JPG,Acrylic+TPU
variation,impexo-transparent--jojo1015-4--promax--transparent,,impexo-transparent,1,17.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Transparent,1,0,Référence,JOJO1015-4,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-4PM.JPG,Acrylic+TPU
variation,impexo-luxury-transparent--jojo1015-24--17--argent,,impexo-luxury-transparent,1,29.90,Modèle,iPhone 17,1,0,Couleur,Argent,1,0,Référence,JOJO1015-24,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-24.JPG,TPU
variation,impexo-luxury-transparent--jojo1015-24--air--rose,,impexo-luxury-transparent,1,29.90,Modèle,iPhone 17 Air,1,0,Couleur,Rose,1,0,Référence,JOJO1015-24,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-24AIR.JPG,TPU+Rhinestone
variation,impexo-luxury-transparent--jojo1015-24--pro--bleu,,impexo-luxury-transparent,1,29.90,Modèle,iPhone 17 Pro,1,0,Couleur,Bleu,1,0,Référence,JOJO1015-24,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-24P.JPG,TPU+Rhinestone
variation,impexo-luxury-transparent--jojo1015-24--promax--violet,,impexo-luxury-transparent,1,29.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Violet,1,0,Référence,JOJO1015-24,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-24PM.JPG,TPU+Rhinestone
variation,impexo-luxury-transparent--jojo1015-25--17--argent,,impexo-luxury-transparent,1,29.90,Modèle,iPhone 17,1,0,Couleur,Argent,1,0,Référence,JOJO1015-25,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-25.JPG,TPU
variation,impexo-luxury-transparent--jojo1015-25--air--noir,,impexo-luxury-transparent,1,29.90,Modèle,iPhone 17 Air,1,0,Couleur,Noir,1,0,Référence,JOJO1015-25,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-25AIR.JPG,TPU
variation,impexo-luxury-transparent--jojo1015-25--pro--or,,impexo-luxury-transparent,1,29.90,Modèle,iPhone 17 Pro,1,0,Couleur,Or,1,0,Référence,JOJO1015-25,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-25P.JPG,TPU
variation,impexo-luxury-transparent--jojo1015-25--promax--rouge,,impexo-luxury-transparent,1,29.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Rouge,1,0,Référence,JOJO1015-25,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-25PM.JPG,TPU
variation,impexo-magnetic--jojo1015-6--17--noir,,impexo-magnetic,1,19.90,Modèle,iPhone 17,1,0,Couleur,Noir,1,0,Référence,JOJO1015-6,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-6.JPG,PC
variation,impexo-magnetic--jojo1015-6--air--vert-sombre,,impexo-magnetic,1,19.90,Modèle,iPhone 17 Air,1,0,Couleur,Vert sombre,1,0,Référence,JOJO1015-6,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-6AIR.JPG,PC
variation,impexo-magnetic--jojo1015-6--pro--bleu,,impexo-magnetic,1,22.90,Modèle,iPhone 17 Pro,1,0,Couleur,Bleu,1,0,Référence,JOJO1015-6,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-6P.JPG,PC
variation,impexo-magnetic--jojo1015-6--promax--or,,impexo-magnetic,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Or,1,0,Référence,JOJO1015-6,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-6PM.JPG,PC
variation,impexo-magnetic--jojo1015-11--17--noir,,impexo-magnetic,1,22.90,Modèle,iPhone 17,1,0,Couleur,Noir,1,0,Référence,JOJO1015-11,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-11.jpg,TPU
variation,impexo-magnetic--jojo1015-11--air--blanc,,impexo-magnetic,1,22.90,Modèle,iPhone 17 Air,1,0,Couleur,Blanc,1,0,Référence,JOJO1015-11,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-11AIR.JPG,TPU
variation,impexo-magnetic--jojo1015-11--pro--or-desert,,impexo-magnetic,1,22.90,Modèle,iPhone 17 Pro,1,0,Couleur,Or désert,1,0,Référence,JOJO1015-11,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-11P.JPG,TPU
variation,impexo-magnetic--jojo1015-11--promax--bleu,,impexo-magnetic,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Bleu,1,0,Référence,JOJO1015-11,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-11PM.JPG,TPU
variation,impexo-magnetic--jojo1015-21--17--fuchsia,,impexo-magnetic,1,26.90,Modèle,iPhone 17,1,0,Couleur,Fuchsia,1,0,Référence,JOJO1015-21,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-21.JPG,PC
variation,impexo-magnetic--jojo1015-21--air--noir,,impexo-magnetic,1,26.90,Modèle,iPhone 17 Air,1,0,Couleur,Noir,1,0,Référence,JOJO1015-21,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-21AIR.JPG,PC
variation,impexo-magnetic--jojo1015-21--pro--violet,,impexo-magnetic,1,26.90,Modèle,iPhone 17 Pro,1,0,Couleur,Violet,1,0,Référence,JOJO1015-21,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-21P.JPG,PC
variation,impexo-magnetic--jojo1015-21--promax--jaune,,impexo-magnetic,1,26.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Jaune,1,0,Référence,JOJO1015-21,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-21PM.JPG,PC
variation,impexo-luxury-metal--jojo1015-22--17--violet,,impexo-luxury-metal,1,17.90,Modèle,iPhone 17,1,0,Couleur,Violet,1,0,Référence,JOJO1015-22,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-22.JPG,PC+Metal
variation,impexo-luxury-metal--jojo1015-22--air--gris,,impexo-luxury-metal,1,17.90,Modèle,iPhone 17 Air,1,0,Couleur,Gris,1,0,Référence,JOJO1015-22,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-22AIR.JPG,PC+Metal
variation,impexo-luxury-metal--jojo1015-22--pro--or-desert,,impexo-luxury-metal,1,17.90,Modèle,iPhone 17 Pro,1,0,Couleur,Or désert,1,0,Référence,JOJO1015-22,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-22P.JPG,PC+Metal
variation,impexo-luxury-metal--jojo1015-22--promax--orange,,impexo-luxury-metal,1,17.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Orange,1,0,Référence,JOJO1015-22,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-22PM.JPG,PC+Metal
variation,impexo-luxury-metal--jojo1015-18--17--argent,,impexo-luxury-metal,1,19.90,Modèle,iPhone 17,1,0,Couleur,Argent,1,0,Référence,JOJO1015-18,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-18.JPG,PC+Metal
variation,impexo-luxury-metal--jojo1015-18--air--or-rose,,impexo-luxury-metal,1,19.90,Modèle,iPhone 17 Air,1,0,Couleur,Or rose,1,0,Référence,JOJO1015-18,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-18AIR.JPG,PC+Metal
variation,impexo-luxury-metal--jojo1015-18--pro--noir,,impexo-luxury-metal,1,19.90,Modèle,iPhone 17 Pro,1,0,Couleur,Noir,1,0,Référence,JOJO1015-18,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-18P.JPG,PC+Metal
variation,impexo-luxury-metal--jojo1015-18--promax--vert-sombre,,impexo-luxury-metal,1,19.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Vert sombre,1,0,Référence,JOJO1015-18,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-18PM.JPG,PC+Metal
variation,impexo-luxury-metal--jojo1015-23--17--noir,,impexo-luxury-metal,1,29.90,Modèle,iPhone 17,1,0,Couleur,Noir,1,0,Référence,JOJO1015-23,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-23.JPG,TPU
variation,impexo-luxury-metal--jojo1015-23--air--marron,,impexo-luxury-metal,1,29.90,Modèle,iPhone 17 Air,1,0,Couleur,Marron,1,0,Référence,JOJO1015-23,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-23AIR.JPG,TPU
variation,impexo-luxury-metal--jojo1015-23--pro--gris,,impexo-luxury-metal,1,29.90,Modèle,iPhone 17 Pro,1,0,Couleur,Gris,1,0,Référence,JOJO1015-23,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-23P.JPG,TPU
variation,impexo-luxury-metal--jojo1015-23--promax--bleu,,impexo-luxury-metal,1,29.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Bleu,1,0,Référence,JOJO1015-23,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-23PM.JPG,TPU
